name;area;stock;sex;a;b;linf;l50;l95;t0;k;s;source a;source b;source Linf;source L50;source L95;source t0;source K;source s;Comment
Solea solea;Iberian coast;sol8c9a;F; 0.009476898;3.018329;49.42;35.9;39.5;-0.84;0.22;0.84;Alonso-Fernandez et al. (2021);Alonso-Fernandez et al. (2021);Teixeira and Cabral 2010;Teixeira and Cabral 2009;1.1 L50;Teixeira and Cabral 2010;Teixeira and Cabral 2010;Myers et al. (2011);Sel is computed in the code
